epoch,train_loss,val_miou,iou,val_acc
0,4.144738497243677,0.4875302849076218,[0.         0.93931438 0.03574619],0.9394506003121419
1,2.8003010680045572,0.6278270541353849,[0.         0.99518066 0.26047345],0.9951888290319815
2,2.4042346403750288,0.5589491562428462,[0.         0.98582942 0.13206889],0.9858599138775569
3,2.1750894149011595,0.599048600336551,[0.         0.99170782 0.20638938],0.9917256645539644
4,1.9952421295004943,0.604149631111367,[0.         0.99183159 0.21646767],0.9918499811488309
5,1.8288522342774383,0.6579586786840637,[0.         0.99559794 0.32031942],0.9956070516551639
6,1.7925939738351764,0.635421858717745,[0.         0.99404322 0.2768005 ],0.9940567657815766
7,1.6529910873409897,0.6242433856286678,[0.         0.99302989 0.25545688],0.9930465190557355
8,1.6306835502685113,0.6626213596540981,[0.         0.9956472  0.32959552],0.99565649926503
9,1.515217304728103,0.6561002641611551,[0.         0.99522759 0.31697294],0.9952381381927997
10,1.5563247429088605,0.6344467695859035,[0.         0.99395794 0.2749356 ],0.9939717500788721
11,1.4656100382772974,0.6849362541002875,[0.         0.99624754 0.37362497],0.9962559197418113
12,1.4934583280397498,0.6483273001826538,[0.         0.99438938 0.30226522],0.9944029842500524
13,1.4251030710429253,0.7096389208660657,[0.         0.99709649 0.42218135],0.9971026395050012
14,1.465184688169422,0.6741060071041587,[0.         0.99600555 0.35220647],0.9960142036794976
15,1.4040973515414872,0.7068703712884891,[0.         0.99693298 0.41680776],0.9969396903008758
16,1.3766746213005538,0.6811208655067472,[0.         0.99598662 0.36625511],0.9959959071053537
17,1.4102539088215715,0.6689168313347436,[0.         0.99586081 0.34197285],0.9958696948235269
18,1.3708211949039064,0.6949073006394331,[0.         0.99671176 0.39310284],0.9967187495831552
19,1.3838276257084365,0.6258373095363938,[0.         0.99341109 0.25826352],0.9934261756317013
20,1.3903907810565221,0.5105002102679345,[0.         0.96389622 0.05710421],0.9639749853668675
21,1.3737576600899266,0.702112728178507,[0.         0.99686763 0.40735782],0.9968743636502366
22,1.346164282648061,0.7035709862645816,[0.         0.9970168  0.41012517],0.9970229753904848
23,1.3464300906578435,0.6815100445248616,[0.         0.99617135 0.36684874],0.9961798260152352
24,1.3978026686703482,0.6990785862380863,[0.         0.99670995 0.40144722],0.9967171946938508
25,1.3438066392638612,0.704336422217799,[0.         0.99699589 0.41167695],0.9970021920584465
26,1.3366162978287126,0.7039366997432857,[0.         0.99716177 0.41071163],0.9971673777471879
27,1.3372127573227006,0.706474594479385,[0.         0.99711658 0.41583261],0.997122485643486
28,1.3340439531316726,0.7016860980244001,[0.         0.99685967 0.40651253],0.9968664054924782
29,1.350911447734737,0.6534975824457323,[0.         0.9954308  0.31156436],0.9954402338651493
30,1.343300171221379,0.7084563475332956,[0.         0.99710161 0.41981108],0.9971076769203504
31,1.3282611639204631,0.7108488640945662,[0.         0.99721559 0.42448214],0.9972212983262857
32,1.3256924540103479,0.7123665231519203,[0.         0.99726653 0.42746652],0.9972720984768481
33,1.3263660528787402,0.709670349881529,[0.         0.99727263 0.42206807],0.9972780517858971
34,1.324740379450712,0.7171577976112267,[0.         0.99738779 0.4369278 ],0.9973930763196808
