epoch,train_loss,val_miou,iou,val_acc
35,1.332256224741505,0.708965785945228,[0.         0.99719557 0.420736  ],0.9972012711390462
36,1.3239036511418014,0.7081585957993819,[0.         0.99720395 0.41911324],0.9972095834068688
37,1.3207572131451955,0.708774995657228,[0.         0.99709574 0.42045425],0.9971018487479406
38,1.3209518567973555,0.707597644338398,[0.         0.99719966 0.41799563],0.9972052808364649
39,1.3189168847524202,0.713233787469764,[0.         0.99732965 0.42913792],0.9973350022691533
40,1.3288718152006334,0.6985673981664119,[0.         0.99659743 0.40053737],0.9966051441521101
41,1.321540907473867,0.717910045384359,[0.         0.99731612 0.43850397],0.9973217351229137
42,1.316998982808263,0.7161497656133392,[0.         0.99731987 0.43497966],0.9973253853853047
43,1.3161559185654823,0.714833643101854,[0.         0.99732871 0.43233858],0.9973341289751604
44,1.3161066707759397,0.7151049473409168,[0.         0.99737862 0.43283127],0.9973838561456033
45,1.3153797602374417,0.7096842783771519,[0.         0.99734387 0.42202469],0.9973490069228198
46,1.314791077255804,0.719400577665517,[0.         0.99744131 0.44135985],0.9974464697274048
47,1.314211079209146,0.7172257416052974,[0.         0.99743252 0.43701897],0.9974376223007634
48,1.3136593534994285,0.715718083781774,[0.         0.99738476 0.43405141],0.997389990503407
49,1.3130012465559917,0.7153400586371532,[0.         0.9974057  0.43327441],0.9974108377350057
50,1.313339879381218,0.7121067762706134,[0.         0.99734388 0.42686968],0.9973491214095322
51,1.3118387506558344,0.7177580062617659,[0.         0.99745825 0.43805777],0.997463272649323
52,1.311220851829618,0.7179413732792044,[0.         0.99747237 0.43841038],0.9974773465275134
53,1.3108956219759273,0.715680485626379,[0.         0.99743563 0.43392534],0.9974406601923668
54,1.3106894267841327,0.7140003389687277,[0.         0.99744409 0.43055659],0.9974490203848597
55,1.3101089495081566,0.7186554100057629,[0.         0.99740584 0.43990498],0.9974111146331011
56,1.3098203154112582,0.7189153309277996,[0.         0.99742508 0.44040558],0.9974302898262011
57,1.3093472356381624,0.718193850907867,[0.         0.99748789 0.43889981],0.997492815546107
58,1.3091871501211338,0.7191244641224895,[0.         0.99745596 0.44079297],0.9974610468146338
59,1.332639602315067,0.6637931910969987,[0.         0.9954037  0.33218269],0.9954141814818552
60,1.3154608122879845,0.7019853851336633,[0.         0.99687725 0.40709352],0.9968839299469332
61,1.3107680553775967,0.7127921194844258,[0.         0.99721487 0.42836936],0.9972206753055713
62,1.3093040812773051,0.7109146939177664,[0.         0.9972134  0.42461599],0.9972191150913035
63,1.308540169211933,0.7109909796366638,[0.         0.9972117  0.42477026],0.9972174270779148
64,1.3079707786989052,0.709264176554443,[0.         0.99722643 0.42130192],0.9972320228025155
65,1.3074943779104928,0.7104102173568588,[0.         0.99726756 0.42355287],0.997273038332883
66,1.3074695441037116,0.7100285068776133,[0.         0.99728173 0.42277528],0.9972871335109269
67,1.307506706303976,0.7092677221270063,[0.         0.99721815 0.4213173 ],0.9972237717717717
68,1.3074240525031966,0.712643030502951,[0.         0.99735099 0.42793507],0.997356230235633
69,1.307377221891314,0.7137387447699046,[0.         0.99735901 0.43011848],0.9973642602803969
70,1.306868760282778,0.7169308311690131,[0.         0.99745649 0.43640518],0.9974614861241119
71,1.3068424120395876,0.7166684195193636,[0.         0.99742552 0.43591131],0.9974306359488203
72,1.3066836654342537,0.7176123662208937,[0.         0.9974613  0.43776343],0.9974663105409264
73,1.3065224061642204,0.7170732542481253,[0.         0.99744383 0.43670268],0.9974488872607754
74,1.3063249521231572,0.7151937950321894,[0.         0.99746585 0.43292174],0.9974707462354147
75,1.3059623286277555,0.7160242994886536,[0.         0.99746723 0.43458137],0.997472149363263
76,1.3059717509459492,0.7173112211533818,[0.         0.99747125 0.43715119],0.9974762069853519
77,1.3056584932532995,0.7180468210083046,[0.         0.99747507 0.43861857],0.9974800409589792
78,1.3056869456002544,0.7162596193838329,[0.         0.99741477 0.43510446],0.9974199114725905
79,1.30553347151415,0.7175984307908856,[0.         0.9974758  0.43772106],0.9974807518415894
80,1.3053854122807749,0.7174734309300108,[0.         0.99747773 0.43746914],0.9974826635034396
81,1.3051982574837662,0.7148478377627054,[0.         0.99746957 0.43222611],0.9974744311100676
82,1.3050682698205163,0.7168192936887621,[0.         0.99745695 0.43618164],0.9974619414084802
83,1.3050271140093788,0.7165332895007734,[0.         0.99747979 0.43558678],0.9974846869895208
84,1.3049322702613562,0.7168606384236366,[0.         0.99747212 0.43624916],0.9974770509920463
85,1.3047872315282407,0.7153555840196286,[0.         0.99747918 0.43323199],0.997484024031581
86,1.3047365231258814,0.71595457037704,[0.         0.99746804 0.4344411 ],0.9974729587576954
87,1.304598457637838,0.7151004426613466,[0.         0.99746088 0.43274   ],0.9974657913569976
88,1.3045213395935238,0.7167087564780928,[0.         0.99747876 0.43593875],0.9974836619340718
89,1.3041792815943625,0.716193549609099,[0.         0.99749134 0.43489576],0.997496170273031
90,1.3043383746641535,0.7157114267051193,[0.         0.99747448 0.43394838],0.997479356701186
91,1.3041365503467446,0.7159383843420186,[0.         0.99747143 0.43440534],0.9974763347844728
92,1.3040426032599,0.715609701090133,[0.         0.99748141 0.433738  ],0.9974862551912336
93,1.3041302155092807,0.7164215328803931,[0.         0.99748551 0.43535755],0.9974903793753647
94,1.3037179099476857,0.7155906833321346,[0.         0.99748206 0.43369931],0.9974869021742832
95,1.303994907184588,0.7169409386633818,[0.         0.99748827 0.43639361],0.9974931430313544
96,1.3039085966687538,0.7153870730675717,[0.         0.9974934  0.43328074],0.9974981990840754
97,1.303826886574959,0.7162639332124544,[0.         0.9974964  0.43503146],0.9975012210007886
98,1.303615398430904,0.7177100697854493,[0.         0.99748983 0.43793031],0.997494729870439
99,1.3037274800814116,0.7161237387791275,[0.         0.99748271 0.43476477],0.997487573119668
100,1.3036446621186757,0.7160947424686622,[0.         0.99749313 0.43469635],0.997497956798242
101,1.3036181024683757,0.7175430811904266,[0.         0.99748354 0.43760262],0.9974884597260693
102,1.303573055510537,0.7158700741367685,[0.         0.99748961 0.43425054],0.9974944396599352
103,1.3035113866313246,0.7163159048503088,[0.         0.99749308 0.43513873],0.9974979115360534
104,1.303430038750371,0.7165298396340608,[0.         0.99748778 0.4355719 ],0.9974926424847974
105,1.303282649421373,0.716457372712263,[0.         0.99749597 0.43541878],0.9975007950037189
106,1.3032092565676838,0.7162017327113104,[0.         0.99749157 0.43491189],0.997496407233901
107,1.3032926607092088,0.7163227650839936,[0.         0.99749291 0.43515262],0.9974977384747438
108,1.3032812581811861,0.7161111288146589,[0.         0.99747942 0.43474284],0.997484295604713
109,1.3032696089616986,0.7165913791349668,[0.         0.99749966 0.4356831 ],0.9975044772158902
110,1.3032131297731877,0.7157785981965372,[0.         0.99748397 0.43407322],0.9974888191610969
111,1.3031472842828884,0.7162574776596464,[0.         0.99748955 0.43502541],0.9974943890727832
112,1.3031345502189968,0.7174800263387225,[0.         0.99748045 0.4374796 ],0.997485379234759
113,1.303095253614279,0.7162484768609803,[0.         0.99749668 0.43500027],0.9975014952364023
114,1.302802216548186,0.7166687396762992,[0.         0.99749647 0.43584101],0.9975013062002026
115,1.302887777121968,0.7151083840443627,[0.         0.99748055 0.43273622],0.9974853845597224
116,1.3030363837612113,0.7154330924557486,[0.         0.99749462 0.43337156],0.9974994131757241
117,1.3029671848617668,0.7161428346247478,[0.         0.99748554 0.43480013],0.9974903953502547
118,1.3029259578838794,0.7158056478289896,[0.         0.99749442 0.43411687],0.9974992294644878
119,1.3029040193876693,0.7166113190424541,[0.         0.99748247 0.43574017],0.9974873521336881
120,1.302561839189019,0.7157959709774984,[0.         0.99750073 0.43409122],0.9975055075963025
121,1.3027168948913497,0.7161153808565137,[0.         0.99749719 0.43473357],0.9975019984454409
122,1.3028358107426494,0.7160105465776356,[0.         0.99748838 0.43453271],0.9974932202433232
123,1.3028558906304797,0.715815929277483,[0.         0.99749192 0.43413994],0.9974967400441117
124,1.3027692601632912,0.7157997966286402,[0.         0.99749072 0.43410887],0.9974955419273531
125,1.3027749765278105,0.7162467198877924,[0.         0.99749104 0.4350024 ],0.9974958800625272
126,1.3025645933621703,0.7156799426071795,[0.         0.99748683 0.43387306],0.9974916600290554
127,1.3025828556073549,0.7160868476178525,[0.         0.99749162 0.43468208],0.9974964471711263
128,1.3026816251883937,0.7166248385458506,[0.         0.99749713 0.43575255],0.9975019585082155
129,1.3026622529811285,0.7157751273567476,[0.         0.99748984 0.43406041],0.9974946659708785
130,1.3026478595558217,0.7165874009640374,[0.        0.9974873 0.4356875],0.9974921659005758
131,1.3023285258773178,0.7158779672904566,[0.         0.9974917  0.43426423],0.9974965217206134
132,1.3025821768320525,0.716505035296815,[0.         0.99749413 0.43551594],0.9974989632163191
133,1.3024682270045265,0.7165801744581273,[0.         0.99749772 0.43566263],0.9975025415917047
134,1.3024263569343848,0.716490378944309,[0.         0.99749284 0.43548792],0.997497677237665
135,1.302559506833354,0.7166922765333748,[0.         0.99750013 0.43588442],0.9975049484751486
136,1.3022564935644334,0.7156479311078631,[0.         0.99748712 0.43380875],0.9974919449145958
137,1.3023954512283555,0.7153377781367072,[0.         0.99749427 0.43318129],0.9974990564031782
