epoch,train_loss,val_miou,val_acc
0,3.2404792278905377,0.5129517924215732,0.9735958522853101
1,1.7386917188065905,0.5331811158576186,0.9845149436655597
2,1.2738724271813564,0.5395715837656085,0.9846875513924508
3,1.0265037794550724,0.5584141271254217,0.9887947374213483
4,0.8775647726146673,0.5603756808556802,0.9895960329909115
5,0.7719459446975618,0.5709884242743961,0.9918542790686148
6,0.690779517317521,0.5974839722369792,0.9940881590102503
7,0.637110380225357,0.5901876229757855,0.9929084263924924
8,0.59031592644315,0.5964624965837363,0.9934428121570748
9,0.5517740681499592,0.6088922549593514,0.9944638436359163
10,0.5154037853986349,0.593905224011198,0.9935626549475614
11,0.4949516675724682,0.6252314173829336,0.9950295914437977
12,0.4708142354881958,0.6392147254640232,0.9960381630921454
13,0.45328909461464373,0.6236435480164791,0.9950700986420941
14,0.4332634175724247,0.6496149981795212,0.9962326061029785
15,0.4254322346084966,0.6275923085040871,0.9949833872448302
16,0.39992436396820863,0.5801591359960895,0.991410896803754
17,0.3931488263331989,0.6521482120944173,0.9963514551385919
18,0.3789502281577242,0.6441735070667737,0.9959699174624524
19,0.366967604629521,0.6538445122271394,0.9962240610363646
20,0.35703995256423077,0.6606710960765338,0.9966869264675664
21,0.35114116161239384,0.6565017006544229,0.9962032859669258
22,0.3445878117271297,0.6699052125873973,0.9969165203722464
23,0.33709292649758676,0.6401752344623565,0.9953074327391224
24,0.32265301022202053,0.6628065494202794,0.9965363329335767
25,0.3152594602005681,0.6655457273444085,0.9967961065476625
26,0.31020167947359023,0.670140539616739,0.9969484611705834
27,0.3091669519712999,0.667592284571402,0.9965303490664009
28,0.29837192345471325,0.6622992057291226,0.9966951815054729
29,0.2923469764182818,0.6546612960016505,0.9965448140274651
30,0.29346304002956153,0.6660556881815248,0.9966339380176648
31,0.28286123306048183,0.6605789741682347,0.996386305293291
32,0.2778768920480588,0.6684966816874296,0.9967084180460181
33,0.27165832061727024,0.6631419218509014,0.9965366622024132
34,0.27240770542059706,0.6325251557171326,0.9951865272798174
35,0.2656292942076934,0.6712038727101679,0.9968171471903123
36,0.2689719530917318,0.6664616815725704,0.9965000525928521
37,0.2579032776693901,0.6395764645999901,0.9956211556994925
38,0.25578776258043945,0.6740582170621453,0.9967463456678182
39,0.2544650571638045,0.6727037591336008,0.9966374843389675
40,0.24932456880914558,0.6793701838076165,0.9969557389560939
41,0.24776198333662694,0.6797576393342818,0.9969088369738042
42,0.24410763324061596,0.6755444329460678,0.9968335385957622
43,0.24170970679245216,0.6740626470887265,0.9968602577090542
44,0.24081733034079564,0.6841780386786933,0.9971195520400724
45,0.23660239532654545,0.680764658061179,0.9970798108478632
46,0.23569475888799452,0.6763577620641472,0.996889777335446
47,0.23248293956533,0.6770027545765911,0.9967493587512468
48,0.2326449521219227,0.6738387184389263,0.9967615438758798
49,0.2265650070140786,0.6817283905565219,0.9969939993196428
50,0.22806869767470764,0.6856893537427063,0.9971765131733822
51,0.22407864959366203,0.6853908117734815,0.9972212720021795
52,0.22030577129243645,0.6767703059833976,0.9970673201690156
53,0.22193734064121204,0.6861188990133547,0.9972268772063438
54,0.22521079072972486,0.6814325950773695,0.9969131821195392
55,0.21588822016099243,0.6886221950903942,0.9970342570426524
56,0.21658347477127227,0.6840878648510622,0.9971488906385935
57,0.21476106024090275,0.6809395427990872,0.9968618840996717
58,0.21177407532769182,0.6796939932247237,0.9969388419722225
59,0.21310206930005898,0.685011042410535,0.997141060001442
